"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD";"GEO_OBJECT"
"GEO";"Géographie";"22264";"La Roche-Jaudy";"COM"
"GEO";"Géographie";"22248";"Pommerit-le-Vicomte";"COM"
"GEO";"Géographie";"22265";"Rospez";"COM"
"GEO";"Géographie";"22240";"Plumaugat";"COM"
"GEO";"Géographie";"22249";"Pont-Melvez";"COM"
"GEO";"Géographie";"22241";"Plumieux";"COM"
"GEO";"Géographie";"22266";"Rostrenen";"COM"
"GEO";"Géographie";"22250";"Pontrieux";"COM"
"GEO";"Géographie";"22242";"Plurien";"COM"
"GEO";"Géographie";"22284";"Saint-Connan";"COM"
"GEO";"Géographie";"22251";"Pordic";"COM"
"GEO";"Géographie";"22267";"Rouillac";"COM"
"GEO";"Géographie";"22285";"Saint-Connec";"COM"
"GEO";"Géographie";"22286";"Saint-Denoual";"COM"
"GEO";"Géographie";"22254";"Prat";"COM"
"GEO";"Géographie";"22268";"Ruca";"COM"
"GEO";"Géographie";"22287";"Saint-Donan";"COM"
"GEO";"Géographie";"22255";"La Prénessaye";"COM"
"GEO";"Géographie";"22269";"Runan";"COM"
"GEO";"Géographie";"22288";"Saint-Étienne-du-Gué-de-l'Isle";"COM"
"GEO";"Géographie";"22256";"Quemper-Guézennec";"COM"
"GEO";"Géographie";"22271";"Saint-Adrien";"COM"
"GEO";"Géographie";"22257";"Quemperven";"COM"
"GEO";"Géographie";"22289";"Saint-Fiacre";"COM"
"GEO";"Géographie";"22272";"Saint-Agathon";"COM"
"GEO";"Géographie";"22258";"Quessoy";"COM"
"GEO";"Géographie";"22291";"Saint-Gildas";"COM"
"GEO";"Géographie";"22273";"Saint-Alban";"COM"
"GEO";"Géographie";"22259";"Quévert";"COM"
"GEO";"Géographie";"22293";"Saint-Gilles-les-Bois";"COM"
"GEO";"Géographie";"22274";"Saint-André-des-Eaux";"COM"
"GEO";"Géographie";"22260";"Le Quillio";"COM"
"GEO";"Géographie";"22294";"Saint-Gilles-Pligeaux";"COM"
"GEO";"Géographie";"22275";"Saint-Barnabé";"COM"
"GEO";"Géographie";"22295";"Saint-Gilles-Vieux-Marché";"COM"
"GEO";"Géographie";"22261";"Quintenic";"COM"
"GEO";"Géographie";"22296";"Saint-Glen";"COM"
"GEO";"Géographie";"22276";"Saint-Bihy";"COM"
"GEO";"Géographie";"22262";"Quintin";"COM"
"GEO";"Géographie";"22299";"Saint-Hélen";"COM"
"GEO";"Géographie";"22277";"Saint-Brandan";"COM"
"GEO";"Géographie";"22263";"Le Quiou";"COM"
"GEO";"Géographie";"22300";"Saint-Hervé";"COM"
"GEO";"Géographie";"22278";"Saint-Brieuc";"COM"
"GEO";"Géographie";"22302";"Saint-Jacut-de-la-Mer";"COM"
"GEO";"Géographie";"22279";"Saint-Caradec";"COM"
"GEO";"Géographie";"22304";"Saint-Jean-Kerdaniel";"COM"
"GEO";"Géographie";"22280";"Saint-Carné";"COM"
"GEO";"Géographie";"22305";"Saint-Jouan-de-l'Isle";"COM"
"GEO";"Géographie";"22281";"Saint-Carreuc";"COM"
"GEO";"Géographie";"22306";"Saint-Judoce";"COM"
"GEO";"Géographie";"22282";"Saint-Cast-le-Guildo";"COM"
"GEO";"Géographie";"22307";"Saint-Julien";"COM"
"GEO";"Géographie";"22308";"Saint-Juvat";"COM"
"GEO";"Géographie";"22283";"Saint-Clet";"COM"
"GEO";"Géographie";"22310";"Saint-Laurent";"COM"
"GEO";"Géographie";"22311";"Saint-Lormel";"COM"
"GEO";"Géographie";"22312";"Saint-Maden";"COM"
"GEO";"Géographie";"22313";"Saint-Martin-des-Prés";"COM"
"GEO";"Géographie";"22314";"Saint-Maudan";"COM"
"GEO";"Géographie";"22315";"Saint-Maudez";"COM"
"GEO";"Géographie";"22316";"Saint-Mayeux";"COM"
"GEO";"Géographie";"22317";"Saint-Méloir-des-Bois";"COM"
"GEO";"Géographie";"22318";"Saint-Michel-de-Plélan";"COM"
"GEO";"Géographie";"22319";"Saint-Michel-en-Grève";"COM"
"GEO";"Géographie";"22328";"Saint-Servais";"COM"
"GEO";"Géographie";"22320";"Saint-Nicodème";"COM"
"GEO";"Géographie";"22330";"Saint-Thélo";"COM"
"GEO";"Géographie";"22321";"Saint-Nicolas-du-Pélem";"COM"
"GEO";"Géographie";"22331";"Sainte-Tréphine";"COM"
"GEO";"Géographie";"22322";"Saint-Péver";"COM"
"GEO";"Géographie";"22332";"Saint-Trimoël";"COM"
"GEO";"Géographie";"22323";"Saint-Pôtan";"COM"
"GEO";"Géographie";"22324";"Saint-Quay-Perros";"COM"
"GEO";"Géographie";"22333";"Saint-Vran";"COM"
"GEO";"Géographie";"22325";"Saint-Quay-Portrieux";"COM"
"GEO";"Géographie";"22334";"Saint-Igeaux";"COM"
"GEO";"Géographie";"22326";"Saint-Rieul";"COM"
"GEO";"Géographie";"22335";"Senven-Léhart";"COM"
"GEO";"Géographie";"22327";"Saint-Samson-sur-Rance";"COM"
"GEO";"Géographie";"22337";"Sévignac";"COM"
"GEO";"Géographie";"22338";"Squiffiec";"COM"
"GEO";"Géographie";"22339";"Taden";"COM"
"GEO";"Géographie";"22340";"Tonquédec";"COM"
"GEO";"Géographie";"22341";"Tramain";"COM"
"GEO";"Géographie";"22342";"Trébédan";"COM"
"GEO";"Géographie";"22343";"Trébeurden";"COM"
"GEO";"Géographie";"22344";"Trébrivan";"COM"
"GEO";"Géographie";"22345";"Trébry";"COM"
"GEO";"Géographie";"22346";"Trédaniel";"COM"
"GEO";"Géographie";"22347";"Trédarzec";"COM"
"GEO";"Géographie";"22348";"Trédias";"COM"
"GEO";"Géographie";"22349";"Trédrez-Locquémeau";"COM"
"GEO";"Géographie";"22350";"Tréduder";"COM"
"GEO";"Géographie";"22351";"Treffrin";"COM"
"GEO";"Géographie";"22352";"Tréfumel";"COM"
"GEO";"Géographie";"22353";"Trégastel";"COM"
"GEO";"Géographie";"22354";"Tréglamus";"COM"
"GEO";"Géographie";"22356";"Trégomeur";"COM"
"GEO";"Géographie";"22358";"Trégonneau";"COM"
"GEO";"Géographie";"22359";"Trégrom";"COM"
"GEO";"Géographie";"22360";"Trégueux";"COM"
"GEO";"Géographie";"22361";"Tréguidel";"COM"
"GEO";"Géographie";"22362";"Tréguier";"COM"
"GEO";"Géographie";"22363";"Trélévern";"COM"
"GEO";"Géographie";"22364";"Trélivan";"COM"
"GEO";"Géographie";"22365";"Trémargat";"COM"
"GEO";"Géographie";"22366";"Trémel";"COM"
"GEO";"Géographie";"22368";"Tréméreuc";"COM"
"GEO";"Géographie";"22369";"Trémeur";"COM"
"GEO";"Géographie";"22370";"Tréméven";"COM"
"GEO";"Géographie";"22371";"Trémorel";"COM"
"GEO";"Géographie";"22372";"Trémuson";"COM"
"GEO";"Géographie";"22373";"Tréogan";"COM"
"GEO";"Géographie";"22375";"Tressignaux";"COM"
"GEO";"Géographie";"22376";"Trévé";"COM"
"GEO";"Géographie";"22377";"Tréveneuc";"COM"
"GEO";"Géographie";"22378";"Trévérec";"COM"
"GEO";"Géographie";"22379";"Trévou-Tréguignec";"COM"
"GEO";"Géographie";"22390";"Yvias";"COM"
"GEO";"Géographie";"22391";"Yvignac-la-Tour";"COM"
"GEO";"Géographie";"22380";"Trévron";"COM"
"GEO";"Géographie";"22381";"Trézény";"COM"
"GEO";"Géographie";"23001";"Ahun";"COM"
"GEO";"Géographie";"22383";"Troguéry";"COM"
"GEO";"Géographie";"23002";"Ajain";"COM"
"GEO";"Géographie";"22384";"Uzel";"COM"
"GEO";"Géographie";"23003";"Alleyrat";"COM"
"GEO";"Géographie";"22385";"La Vicomté-sur-Rance";"COM"
"GEO";"Géographie";"23004";"Anzême";"COM"
"GEO";"Géographie";"22386";"Le Vieux-Bourg";"COM"
"GEO";"Géographie";"23005";"Arfeuille-Châtain";"COM"
"GEO";"Géographie";"22387";"Le Vieux-Marché";"COM"
"GEO";"Géographie";"23006";"Arrènes";"COM"
"GEO";"Géographie";"22388";"Vildé-Guingalan";"COM"
"GEO";"Géographie";"23007";"Ars";"COM"
"GEO";"Géographie";"22389";"Yffiniac";"COM"
"GEO";"Géographie";"23008";"Aubusson";"COM"
"GEO";"Géographie";"23009";"Auge";"COM"
"GEO";"Géographie";"23010";"Augères";"COM"
"GEO";"Géographie";"23011";"Aulon";"COM"
"GEO";"Géographie";"23012";"Auriat";"COM"
"GEO";"Géographie";"23013";"Auzances";"COM"
"GEO";"Géographie";"23014";"Azat-Châtenet";"COM"
"GEO";"Géographie";"23015";"Azerables";"COM"
"GEO";"Géographie";"23018";"Bazelat";"COM"
"GEO";"Géographie";"23019";"Beissat";"COM"
"GEO";"Géographie";"23016";"Banize";"COM"
"GEO";"Géographie";"23020";"Bellegarde-en-Marche";"COM"
"GEO";"Géographie";"23017";"Basville";"COM"
"GEO";"Géographie";"23021";"Bénévent-l'Abbaye";"COM"
"GEO";"Géographie";"23022";"Bétête";"COM"
"GEO";"Géographie";"23024";"Blessac";"COM"
"GEO";"Géographie";"23025";"Bonnat";"COM"
"GEO";"Géographie";"23026";"Bord-Saint-Georges";"COM"
"GEO";"Géographie";"23027";"Bosmoreau-les-Mines";"COM"
"GEO";"Géographie";"23028";"Bosroger";"COM"
"GEO";"Géographie";"23037";"Bussière-Nouvelle";"COM"
"GEO";"Géographie";"23038";"Bussière-Saint-Georges";"COM"
"GEO";"Géographie";"23029";"Le Bourg-d'Hem";"COM"
"GEO";"Géographie";"23039";"La Celle-Dunoise";"COM"
"GEO";"Géographie";"23030";"Bourganeuf";"COM"
"GEO";"Géographie";"23040";"La Celle-sous-Gouzon";"COM"
"GEO";"Géographie";"23031";"Boussac";"COM"
"GEO";"Géographie";"23041";"La Cellette";"COM"
"GEO";"Géographie";"23032";"Boussac-Bourg";"COM"
"GEO";"Géographie";"23042";"Ceyroux";"COM"
"GEO";"Géographie";"23033";"La Brionne";"COM"
"GEO";"Géographie";"23043";"Chamberaud";"COM"
"GEO";"Géographie";"23044";"Chambon-Sainte-Croix";"COM"
"GEO";"Géographie";"23034";"Brousse";"COM"
"GEO";"Géographie";"23045";"Chambon-sur-Voueize";"COM"
"GEO";"Géographie";"23035";"Budelière";"COM"
"GEO";"Géographie";"23046";"Chambonchard";"COM"
"GEO";"Géographie";"23047";"Chamborand";"COM"
"GEO";"Géographie";"23036";"Bussière-Dunoise";"COM"
"GEO";"Géographie";"23048";"Champagnat";"COM"
"GEO";"Géographie";"23049";"Champsanglard";"COM"
"GEO";"Géographie";"23050";"La Chapelle-Baloue";"COM"
"GEO";"Géographie";"23051";"La Chapelle-Saint-Martial";"COM"
"GEO";"Géographie";"23052";"La Chapelle-Taillefert";"COM"
"GEO";"Géographie";"23053";"Chard";"COM"
"GEO";"Géographie";"23054";"Charron";"COM"
"GEO";"Géographie";"23055";"Châtelard";"COM"
"GEO";"Géographie";"23056";"Châtelus-le-Marcheix";"COM"
"GEO";"Géographie";"23057";"Châtelus-Malvaleix";"COM"
"GEO";"Géographie";"23058";"Le Chauchet";"COM"
"GEO";"Géographie";"23059";"La Chaussade";"COM"
"GEO";"Géographie";"23060";"Chavanat";"COM"
"GEO";"Géographie";"23061";"Chénérailles";"COM"
"GEO";"Géographie";"23062";"Chéniers";"COM"
"GEO";"Géographie";"23063";"Clairavaux";"COM"
"GEO";"Géographie";"23064";"Clugnat";"COM"
"GEO";"Géographie";"23065";"Colondannes";"COM"
"GEO";"Géographie";"23066";"Le Compas";"COM"
"GEO";"Géographie";"23067";"La Courtine";"COM"
"GEO";"Géographie";"23068";"Cressat";"COM"
"GEO";"Géographie";"23069";"Crocq";"COM"
"GEO";"Géographie";"23070";"Crozant";"COM"
"GEO";"Géographie";"23071";"Croze";"COM"
"GEO";"Géographie";"23072";"Domeyrot";"COM"
"GEO";"Géographie";"23073";"Dontreix";"COM"
"GEO";"Géographie";"23074";"Le Donzeil";"COM"
"GEO";"Géographie";"23075";"Dun-le-Palestel";"COM"
"GEO";"Géographie";"23076";"Évaux-les-Bains";"COM"
"GEO";"Géographie";"23077";"Faux-la-Montagne";"COM"
"GEO";"Géographie";"23078";"Faux-Mazuras";"COM"
"GEO";"Géographie";"23079";"Felletin";"COM"
"GEO";"Géographie";"23080";"Féniers";"COM"
"GEO";"Géographie";"23081";"Flayat";"COM"
"GEO";"Géographie";"23082";"Fleurat";"COM"
"GEO";"Géographie";"23083";"Fontanières";"COM"
"GEO";"Géographie";"23084";"La Forêt-du-Temple";"COM"
"GEO";"Géographie";"23086";"Fransèches";"COM"
"GEO";"Géographie";"23087";"Fresselines";"COM"
"GEO";"Géographie";"23088";"Gartempe";"COM"
"GEO";"Géographie";"23089";"Genouillac";"COM"
"GEO";"Géographie";"23090";"Gentioux-Pigerolles";"COM"
"GEO";"Géographie";"23091";"Gioux";"COM"
"GEO";"Géographie";"23092";"Glénic";"COM"
"GEO";"Géographie";"23093";"Gouzon";"COM"
"GEO";"Géographie";"23095";"Le Grand-Bourg";"COM"
"GEO";"Géographie";"23096";"Guéret";"COM"
"GEO";"Géographie";"23097";"Issoudun-Létrieix";"COM"
"GEO";"Géographie";"23098";"Jalesches";"COM"
"GEO";"Géographie";"23099";"Janaillat";"COM"
"GEO";"Géographie";"23100";"Jarnages";"COM"
"GEO";"Géographie";"23101";"Jouillat";"COM"
"GEO";"Géographie";"23102";"Ladapeyre";"COM"
"GEO";"Géographie";"23103";"Lafat";"COM"
"GEO";"Géographie";"23104";"Lavaufranche";"COM"
"GEO";"Géographie";"23105";"Lavaveix-les-Mines";"COM"
"GEO";"Géographie";"23106";"Lépaud";"COM"
"GEO";"Géographie";"23107";"Lépinas";"COM"
"GEO";"Géographie";"23108";"Leyrat";"COM"
"GEO";"Géographie";"23109";"Linard-Malval";"COM"
"GEO";"Géographie";"23110";"Lioux-les-Monges";"COM"
"GEO";"Géographie";"23111";"Lizières";"COM"
"GEO";"Géographie";"23112";"Lourdoueix-Saint-Pierre";"COM"
"GEO";"Géographie";"23113";"Lupersat";"COM"
"GEO";"Géographie";"23114";"Lussat";"COM"
"GEO";"Géographie";"23115";"Magnat-l'Étrange";"COM"
"GEO";"Géographie";"23116";"Mainsat";"COM"
"GEO";"Géographie";"23117";"Maison-Feyne";"COM"
"GEO";"Géographie";"23118";"Maisonnisses";"COM"
"GEO";"Géographie";"23119";"Malleret";"COM"
"GEO";"Géographie";"23120";"Malleret-Boussac";"COM"
"GEO";"Géographie";"23122";"Mansat-la-Courrière";"COM"
"GEO";"Géographie";"23123";"Les Mars";"COM"
"GEO";"Géographie";"23124";"Marsac";"COM"
"GEO";"Géographie";"23125";"Le Mas-d'Artige";"COM"
"GEO";"Géographie";"23127";"Mautes";"COM"
"GEO";"Géographie";"23128";"Mazeirat";"COM"
"GEO";"Géographie";"23129";"La Mazière-aux-Bons-Hommes";"COM"
"GEO";"Géographie";"23130";"Méasnes";"COM"
"GEO";"Géographie";"23131";"Mérinchal";"COM"
"GEO";"Géographie";"23132";"Montaigut-le-Blanc";"COM"
"GEO";"Géographie";"23133";"Montboucher";"COM"
"GEO";"Géographie";"23134";"Le Monteil-au-Vicomte";"COM"
"GEO";"Géographie";"23136";"Mortroux";"COM"
"GEO";"Géographie";"23137";"Mourioux-Vieilleville";"COM"
"GEO";"Géographie";"23138";"Moutier-d'Ahun";"COM"
"GEO";"Géographie";"23139";"Moutier-Malcard";"COM"
"GEO";"Géographie";"23140";"Moutier-Rozeille";"COM"
"GEO";"Géographie";"23141";"Naillat";"COM"
"GEO";"Géographie";"23142";"Néoux";"COM"
"GEO";"Géographie";"23143";"Noth";"COM"
"GEO";"Géographie";"23144";"La Nouaille";"COM"
"GEO";"Géographie";"23145";"Nouhant";"COM"
"GEO";"Géographie";"23146";"Nouzerines";"COM"
"GEO";"Géographie";"23147";"Nouzerolles";"COM"
"GEO";"Géographie";"23148";"Nouziers";"COM"
"GEO";"Géographie";"23149";"Parsac";"COM"
"GEO";"Géographie";"23150";"Peyrabout";"COM"
"GEO";"Géographie";"23151";"Peyrat-la-Nonière";"COM"
"GEO";"Géographie";"23152";"Pierrefitte";"COM"
"GEO";"Géographie";"23154";"Pionnat";"COM"
"GEO";"Géographie";"23155";"Pontarion";"COM"
"GEO";"Géographie";"23156";"Pontcharraud";"COM"
"GEO";"Géographie";"23157";"La Pouge";"COM"
"GEO";"Géographie";"23158";"Poussanges";"COM"
"GEO";"Géographie";"23159";"Puy-Malsignat";"COM"
"GEO";"Géographie";"23160";"Reterre";"COM"
"GEO";"Géographie";"23162";"Roches";"COM"
"GEO";"Géographie";"23164";"Rougnat";"COM"
"GEO";"Géographie";"23165";"Royère-de-Vassivière";"COM"
"GEO";"Géographie";"23166";"Sagnat";"COM"
"GEO";"Géographie";"23167";"Sannat";"COM"
"GEO";"Géographie";"23168";"Sardent";"COM"
"GEO";"Géographie";"23169";"La Saunière";"COM"
"GEO";"Géographie";"23170";"Savennes";"COM"
"GEO";"Géographie";"23171";"Sermur";"COM"
"GEO";"Géographie";"23172";"La Serre-Bussière-Vieille";"COM"
"GEO";"Géographie";"23173";"Soubrebost";"COM"
"GEO";"Géographie";"23174";"Soumans";"COM"
"GEO";"Géographie";"23175";"Sous-Parsat";"COM"
"GEO";"Géographie";"23176";"La Souterraine";"COM"
"GEO";"Géographie";"23177";"Saint-Agnant-de-Versillat";"COM"
"GEO";"Géographie";"23178";"Saint-Agnant-près-Crocq";"COM"
"GEO";"Géographie";"23179";"Saint-Alpinien";"COM"
"GEO";"Géographie";"23180";"Saint-Amand";"COM"
"GEO";"Géographie";"23181";"Saint-Amand-Jartoudeix";"COM"
"GEO";"Géographie";"23182";"Saint-Avit-de-Tardes";"COM"
"GEO";"Géographie";"23183";"Saint-Avit-le-Pauvre";"COM"
"GEO";"Géographie";"23184";"Saint-Bard";"COM"
"GEO";"Géographie";"23185";"Saint-Chabrais";"COM"
"GEO";"Géographie";"23186";"Saint-Christophe";"COM"
"GEO";"Géographie";"23187";"Saint-Dizier-la-Tour";"COM"
"GEO";"Géographie";"23188";"Saint-Dizier-les-Domaines";"COM"
"GEO";"Géographie";"23189";"Saint-Dizier-Masbaraud";"COM"
"GEO";"Géographie";"23190";"Saint-Domet";"COM"
"GEO";"Géographie";"23191";"Saint-Éloi";"COM"
"GEO";"Géographie";"23192";"Fursac";"COM"
"GEO";"Géographie";"23193";"Sainte-Feyre";"COM"
"GEO";"Géographie";"23194";"Sainte-Feyre-la-Montagne";"COM"
"GEO";"Géographie";"23195";"Saint-Fiel";"COM"
"GEO";"Géographie";"23196";"Saint-Frion";"COM"
"GEO";"Géographie";"23197";"Saint-Georges-la-Pouge";"COM"
"GEO";"Géographie";"23198";"Saint-Georges-Nigremont";"COM"
"GEO";"Géographie";"23199";"Saint-Germain-Beaupré";"COM"
"GEO";"Géographie";"23200";"Saint-Goussaud";"COM"
"GEO";"Géographie";"23201";"Saint-Hilaire-la-Plaine";"COM"
"GEO";"Géographie";"23202";"Saint-Hilaire-le-Château";"COM"
"GEO";"Géographie";"23203";"Saint-Julien-la-Genête";"COM"
"GEO";"Géographie";"23204";"Saint-Julien-le-Châtel";"COM"
"GEO";"Géographie";"23205";"Saint-Junien-la-Bregère";"COM"
"GEO";"Géographie";"23206";"Saint-Laurent";"COM"
"GEO";"Géographie";"23207";"Saint-Léger-Bridereix";"COM"
"GEO";"Géographie";"23208";"Saint-Léger-le-Guérétois";"COM"
"GEO";"Géographie";"23209";"Saint-Loup";"COM"
"GEO";"Géographie";"23210";"Saint-Maixant";"COM"
"GEO";"Géographie";"23211";"Saint-Marc-à-Frongier";"COM"
"GEO";"Géographie";"23212";"Saint-Marc-à-Loubaud";"COM"
"GEO";"Géographie";"23213";"Saint-Marien";"COM"
"GEO";"Géographie";"23214";"Saint-Martial-le-Mont";"COM"
"GEO";"Géographie";"23215";"Saint-Martial-le-Vieux";"COM"
"GEO";"Géographie";"23216";"Saint-Martin-Château";"COM"
"GEO";"Géographie";"23217";"Saint-Martin-Sainte-Catherine";"COM"
"GEO";"Géographie";"23218";"Saint-Maurice-près-Crocq";"COM"
"GEO";"Géographie";"23219";"Saint-Maurice-la-Souterraine";"COM"
"GEO";"Géographie";"23220";"Saint-Médard-la-Rochette";"COM"
"GEO";"Géographie";"23221";"Saint-Merd-la-Breuille";"COM"
"GEO";"Géographie";"23222";"Saint-Michel-de-Veisse";"COM"
"GEO";"Géographie";"23223";"Saint-Moreil";"COM"
"GEO";"Géographie";"23224";"Saint-Oradoux-de-Chirouze";"COM"
"GEO";"Géographie";"23225";"Saint-Oradoux-près-Crocq";"COM"
"GEO";"Géographie";"23226";"Saint-Pardoux-d'Arnet";"COM"
"GEO";"Géographie";"23232";"Saint-Pierre-Bellevue";"COM"
"GEO";"Géographie";"23227";"Saint-Pardoux-Morterolles";"COM"
"GEO";"Géographie";"23233";"Saint-Pierre-le-Bost";"COM"
"GEO";"Géographie";"23228";"Saint-Pardoux-le-Neuf";"COM"
"GEO";"Géographie";"23229";"Saint-Pardoux-les-Cards";"COM"
"GEO";"Géographie";"23234";"Saint-Priest";"COM"
"GEO";"Géographie";"23230";"Saint-Pierre-Chérignat";"COM"
"GEO";"Géographie";"23235";"Saint-Priest-la-Feuille";"COM"
"GEO";"Géographie";"23236";"Saint-Priest-la-Plaine";"COM"
"GEO";"Géographie";"23250";"Saint-Yrieix-les-Bois";"COM"
"GEO";"Géographie";"23237";"Saint-Priest-Palus";"COM"
"GEO";"Géographie";"23251";"Tardes";"COM"
"GEO";"Géographie";"23238";"Saint-Quentin-la-Chabanne";"COM"
"GEO";"Géographie";"23239";"Saint-Sébastien";"COM"
"GEO";"Géographie";"23252";"Tercillat";"COM"
"GEO";"Géographie";"23240";"Saint-Silvain-Bas-le-Roc";"COM"
"GEO";"Géographie";"23241";"Saint-Silvain-Bellegarde";"COM"
"GEO";"Géographie";"23253";"Thauron";"COM"
"GEO";"Géographie";"23242";"Saint-Silvain-Montaigut";"COM"
"GEO";"Géographie";"23243";"Saint-Silvain-sous-Toulx";"COM"
"GEO";"Géographie";"23254";"Toulx-Sainte-Croix";"COM"
"GEO";"Géographie";"23244";"Saint-Sulpice-le-Dunois";"COM"
"GEO";"Géographie";"23245";"Saint-Sulpice-le-Guérétois";"COM"
"GEO";"Géographie";"23255";"Trois-Fonds";"COM"
"GEO";"Géographie";"23246";"Saint-Sulpice-les-Champs";"COM"
"GEO";"Géographie";"24005";"Alles-sur-Dordogne";"COM"
"GEO";"Géographie";"23257";"Vallière";"COM"
"GEO";"Géographie";"23247";"Saint-Vaury";"COM"
"GEO";"Géographie";"23248";"Saint-Victor-en-Marche";"COM"
"GEO";"Géographie";"24006";"Allas-les-Mines";"COM"
"GEO";"Géographie";"23258";"Vareilles";"COM"
"GEO";"Géographie";"23249";"Saint-Yrieix-la-Montagne";"COM"
"GEO";"Géographie";"24007";"Allemans";"COM"
"GEO";"Géographie";"23259";"Verneiges";"COM"
"GEO";"Géographie";"24008";"Angoisse";"COM"
"GEO";"Géographie";"23260";"Vidaillat";"COM"
"GEO";"Géographie";"24025";"Bars";"COM"
"GEO";"Géographie";"24026";"Bassillac et Auberoche";"COM"
"GEO";"Géographie";"24009";"Anlhiac";"COM"
"GEO";"Géographie";"23261";"Viersat";"COM"
"GEO";"Géographie";"24027";"Bayac";"COM"
"GEO";"Géographie";"24010";"Annesse-et-Beaulieu";"COM"
"GEO";"Géographie";"23262";"Vigeville";"COM"
"GEO";"Géographie";"24011";"Antonne-et-Trigonant";"COM"
"GEO";"Géographie";"23263";"Villard";"COM"
"GEO";"Géographie";"24028";"Beaumontois en Périgord";"COM"
"GEO";"Géographie";"24012";"Archignac";"COM"
"GEO";"Géographie";"23264";"La Villedieu";"COM"
"GEO";"Géographie";"24029";"Beaupouyet";"COM"
"GEO";"Géographie";"24014";"Aubas";"COM"
"GEO";"Géographie";"23265";"La Villeneuve";"COM"
"GEO";"Géographie";"24030";"Beauregard-de-Terrasson";"COM"
"GEO";"Géographie";"23266";"La Villetelle";"COM"
"GEO";"Géographie";"24015";"Audrix";"COM"
"GEO";"Géographie";"24031";"Beauregard-et-Bassac";"COM"
"GEO";"Géographie";"24001";"Abjat-sur-Bandiat";"COM"
"GEO";"Géographie";"24016";"Augignac";"COM"
"GEO";"Géographie";"24032";"Beauronne";"COM"
"GEO";"Géographie";"24002";"Agonac";"COM"
"GEO";"Géographie";"24018";"Auriac-du-Périgord";"COM"
"GEO";"Géographie";"24034";"Beleymas";"COM"
"GEO";"Géographie";"24004";"Ajat";"COM"
"GEO";"Géographie";"24019";"Azerat";"COM"
"GEO";"Géographie";"24035";"Pays de Belvès";"COM"
"GEO";"Géographie";"24020";"La Bachellerie";"COM"
"GEO";"Géographie";"24036";"Berbiguières";"COM"
"GEO";"Géographie";"24021";"Badefols-d'Ans";"COM"
"GEO";"Géographie";"24037";"Bergerac";"COM"
"GEO";"Géographie";"24022";"Badefols-sur-Dordogne";"COM"
"GEO";"Géographie";"24038";"Bertric-Burée";"COM"
"GEO";"Géographie";"24023";"Baneuil";"COM"
"GEO";"Géographie";"24039";"Besse";"COM"
"GEO";"Géographie";"24024";"Bardou";"COM"
"GEO";"Géographie";"24040";"Beynac-et-Cazenac";"COM"
"GEO";"Géographie";"24042";"Biras";"COM"
"GEO";"Géographie";"24043";"Biron";"COM"
"GEO";"Géographie";"24045";"Boisse";"COM"
"GEO";"Géographie";"24046";"Boisseuilh";"COM"
"GEO";"Géographie";"24048";"Bonneville-et-Saint-Avit-de-Fumadières";"COM"
"GEO";"Géographie";"24050";"Borrèze";"COM"
"GEO";"Géographie";"24051";"Bosset";"COM"
"GEO";"Géographie";"24052";"Bouillac";"COM"
"GEO";"Géographie";"24053";"Boulazac Isle Manoire";"COM"
"GEO";"Géographie";"24054";"Bouniagues";"COM"
"GEO";"Géographie";"24055";"Bourdeilles";"COM"
"GEO";"Géographie";"24056";"Le Bourdeix";"COM"
"GEO";"Géographie";"24068";"Le Buisson-de-Cadouin";"COM"
"GEO";"Géographie";"24057";"Bourg-des-Maisons";"COM"
"GEO";"Géographie";"24069";"Bussac";"COM"
"GEO";"Géographie";"24058";"Bourg-du-Bost";"COM"
"GEO";"Géographie";"24070";"Busserolles";"COM"
"GEO";"Géographie";"24059";"Bourgnac";"COM"
"GEO";"Géographie";"24071";"Bussière-Badil";"COM"
